Word	Freq
ontwikkelingspotensiaal	4
ontwikkelingsrade	4
ontwikkelingstrategieë	4
onverantwoordelikes	4
onverwante	4
onvoltooid	4
onwetend	4
onwikkeling	4
oogdienste	4
ooglopende	4
oogondersoeke	4
oogwink	4
oorbeklemtoon	4
oorbestee	4
oordragskemas	4
oorerflik	4
oorgegee	4
oorgehandig	4
oorlogveteranetoelaag	4
oorproduksie	4
oorskotbedrag	4
oortrokke	4
oortuigings	4
oorvleuel	4
oorvoed	4
oos-indiese	4
oos-kaapse	4
oostenberg-administrasie	4
op-en-aflyn	4
opbladsy	4
opdam	4
opeenvolging	4
open-bare	4
openbarevervoerstelsel	4
openings	4
operasieteater	4
operasioneleplanne	4
operateurshandleiding	4
opgaardamme	4
opgaartenk	4
opgebreek	4
opgeduik	4
opgehang	4
opgelet	4
opgeloste	4
opgeoffer	4
opgestaan	4
opgevang	4
opgooi	4
opgra-dering	4
opgrawing	4
ophoping	4
opknappings	4
opko-mende	4
opleidinggeleenthede	4
opleidingsaspek	4
opleidingselement	4
opleidingsgeriewe	4
opleidingsinisiatiewe	4
opleidingstandaarde	4
opleidingsteun	4
opleidingswynmakery	4
opleier	4
oppelt	4
oprol	4
opruim	4
opskuif	4
opsoek	4
optimisties	4
opvattings	4
opvoedings	4
opvoedingsweke	4
opvolg-opleidingsessies	4
opvolgopleidingsessies	4
opvulterreine	4
opwaswater	4
oqwashise	4
ordentlik	4
organisasiestruktuur	4
oriënterings-	4
orkane	4
ortodonsie	4
osk	4
osts	4
oudiovisuele	4
ouditdienste	4
ouditdoeleindes	4
ouditeenheid	4
ouditfirma	4
ouditkomponent	4
ouditplan	4
ouditwerk	4
oudtshoorngebied	4
ounie	4
outomaties-spoelende	4
outydse	4
owerheidstudies	4
owerspel	4
oxide	4
ozokwazi	4
pa's	4
padaanwysers	4
padaanwysing	4
paddas	4
padgebruikersgedrag	4
padkontroles	4
padveiligheidsopvoeding	4
padverkeer	4
padverkeerstekens	4
padvervoer	4
pakhuis	4
pakmateriaal	4
pale	4
palmboom	4
palmolive	4
pap-smeertoetsings	4
papierkwotarisiko	4
paradigma-skuif	4
paraffien	4
paralimpiese	4
parasitiese	4
pareberading	4
parkopgraderings	4
paroolrade	4
partylyste	4
partytjies	4
parys	4
pasiente	4
pasiënteregte	4
pasiëntsamewerking	4
pasiëntvervoer	4
paslik	4
paslik-gefinansierde	4
passasiersvervoer	4
passive	4
patentaansoeke	4
patentbeskerming	4
peile	4
pelsdiere	4
pendelaarvervoer	4
peninsula	4
pensioenaris	4
pensioennommer	4
per-sone	4
performance	4
period	4
persbanke	4
persentasies	4
perske	4
personalia	4
personeel-	4
personeelbestuurspraktyke	4
personeelkode	4
personeelpraktyke	4
personeelsterkte	4
personeelstruktuur	4
personeeltal	4
persoonsjare	4
pertinent	4
pertinente	4
petrolstorting	4
pgs-klinieke	4
phd	4
phelophepa	4
phelophepa-gesondheidstrein	4
phil	4
phutheho	4
pick	4
piekniekgelde	4
pienk	4
pilaar	4
pin	4
pkr-werk	4
plaaseienaars	4
plaasnaam	4
plaaspad	4
plaasvervangers	4
plaasvlak	4
plaaswekergemeenskap	4
plaaswerker-kunste	4
plaaswerkersgemeenskap	4
place-gebou	4
planopsteller	4
plantdatum	4
plantereenheid	4
plantestand	4
plantoorsprong	4
plantprodukte	4
plantverbeteringswet	4
plas	4
plastiekpype	4
platformprojek	4
plaveisels	4
plaveistene	4
pleegkindtoelaes	4
pleegsorg	4
pleegsorgtoelae	4
plekkie	4
pligsgetrou	4
plooi	4
pmmvl's	4
pmsr	4
poleer	4
poliovry	4
poliovrye	4
polisie-beampte	4
polisieoptrede	4
polisieraamwerk	4
polisievoertuig	4
polisiewerk	4
polisieëring	4
polisiërings-	4
polo	4
polyethylene	4
poot	4
pornografiese	4
portefeuljetoekennings	4
portuurgroepdruk	4
posadresse	4
poskantore	4
potensiele	4
potensïele	4
pps	4
praatjie	4
practice	4
premiersrede	4
prepregs	4
presidentsrede	4
pressures	4
prestasie-doelwitte	4
prestasiebepalings	4
prestasieverslae	4
prevention	4
primêregesondheid-sorgpasiënte	4
primêregesondheidsorgpersoneel	4
prinsen	4
prioriteitsdoelwitte	4
privaat-sektor	4
privaatheidsverklaring	4
privaatsakhuur	4
privaatspoor	4
privaatwoning	4
problems	4
producing	4
produksiebasis	4
produksievermoë	4
produksievlakke	4
proefformaat	4
profesionele	4
profielvorm	4
profile	4
programbefondsing	4
projekaansoeke	4
projekbestuur	4
projekbestuurders	4
projekplan	4
projekspan	4
prominent	4
promote	4
prop	4
properties	4
propvol	4
prosessering-en	4
prospektus	4
proteïen-inhoud	4
prototipe	4
prysenswaardige	4
pryslys	4
prysvasstelling	4
psigomaatskaplik	4
pukkampus	4
pulse	4
punctuation	4
pw	4
pypleiding	4
pyplyne	4
pypstelsel	4
quantity	4
queillerie	4
raadsbehuising	4
raadseiendom	4
raadslidaangeleenthede	4
raadsportefeuljes	4
raakgeloop	4
radioverbinding	4
radyn	4
rainbow	4
raka	4
ramme	4
rampbeheer	4
rampbestuurstelsel	4
rampdroogte	4
rampgebied	4
randse	4
rape	4
rau	4
rawsonville	4
raymond	4
re-entry	4
reach	4
ready	4
realisering	4
reduced	4
reeksnr	4
referaat	4
reflectivity	4
regent	4
regerings-aanlyninligtingsdienste	4
regeringsagentskappe	4
regeringsbeleide	4
regeringseiendomsbelasting	4
regeringsektor	4
regeringsinkomste	4
regeringsinstelling	4
regeringskennisgewing	4
regeringskommunikasie-	4
regeringspogings	4
regeringspraktyk	4
regeringspublikasies	4
regeringstaal	4
regeringswebwerf	4
reghoekige	4
registernommer	4
registrar	4
registrasie-owerheid	4
registrasiebesonderhede	4
registrasies	4
regsaksies	4
regsbank	4
regsdokument	4
regsekerheid	4
regsfirma	4
regspersoonlikheid	4
regsverteenwoordigers	4
regterarm	4
regterskouer	4
reguleringsinspekteurs-verwant	4
rehabilitasiepersoneel	4
reinecke	4
reisiger	4
reisigerstjeks	4
rekenaar-	4
rekenaarprogrammatuur	4
rekenaarstelsel	4
rekeningbesonderhede	4
rekeningboeke	4
rekreasie-invoerpermit	4
rektore	4
renier	4
request	4
required	4
resente	4
resep	4
reserveer	4
resesse	4
residensie	4
restant	4
review	4
reynierse	4
reënbui	4
richards	4
richardt	4
richtersveld	4
riebeeckplein	4
riglynevolg	4
ring	4
ringbal	4
riool-	4
rioolslyk	4
risikobeoordeling	4
risk	4
rissierooi	4
rivierkom	4
riviermond	4
rm	4
robbe	4
robinson	4
roche	4
rollende	4
rollespel	4
rolmodel	4
rolmodel-leiers	4
rolspel	4
rolveranderings	4
romantiese	4
rondesombetalings	4
rooikrans	4
rookkamer-	4
roomys	4
roos	4
rotasiefaktor	4
roterende	4
rots	4
rotte	4
rowwe	4
rpms	4
rr	4
rsg	4
rudolph	4
ruimte-agentskap	4
ruiterslaagte	4
ruiterwacht	4
ruitpatroon	4
rvt	4
rybewyse	4
rykie	4
rykste	4
saadbakke	4
saadfinansiering	4
saadjies	4
saadmonsters	4
saamgebring	4
saamgesmelte	4
saamgooi	4
saamryklub	4
saamstaan-program	4
saamvat	4
sabmiller	4
sadp	4
saka-goedgekeurde	4
sakekern	4
sakeontwikkelingsteun	4
sako-geregistreerde	4
salarisaanpassings	4
salarisinkomste	4
salarisverhogings	4
same	4
samehorige	4
samewerkingsooreenkomste	4
samsa	4
sandf	4
sandsteen	4
sanitasie-strategie	4
sanitasiesektor	4
sapd-webblad	4
sapphire	4
sapphire-opsies	4
sas	4
sasolburg	4
satellites	4
savbk	4
scenario's	4
scenarios	4
season	4
sebego	4
sebras	4
sedes	4
sedibe	4
sedisie	4
seekant	4
seekos	4
seereddingsinstituut	4
seerplek	4
seevoëls	4
seewater	4
sekerheidstelsel	4
sekretaresse	4
seksies	4
sekslewe	4
sektor-belanghebbers	4
sektorprojekte	4
sekuriteitsmaatreëls	4
sekuriteitsmense	4
sekuriteitsmodel	4
sekuriteitsrisiko-	4
selekteer	4
selfgesentreerdheid	4
selfoonoproep	4
selfverdedigingsvaardighede	4
selleier	4
semi-woestyn	4
sendingvereniging	4
sensitiwiteitstoetse	4
sensoriese	4
sensors	4
sentech	4
seperinge	4
septiese	4
seremoniemeester	4
sertifikaatuitslae	4
sertifiseringsfonds	4
servo	4
ses-maandelikse	4
sesmaandelikse	4
sessiebasis	4
sestien	4
seta-befondse	4
shaker	4
shamiela	4
shand	4
sheet	4
shell	4
shuttleworth	4
siekte-lys	4
siektegevalle	4
siektelys	4
siektetoestande	4
siekteverlof	4
sife-studente	4
siftingstoets	4
sihluma	4
siklusse	4
silinder	4
simonstad	4
siphiwe	4
sirkels	4
sirkulatoriese	4
sitrusvoortplantingsmateriaal	4
sjebieneienaars	4
sjina	4
ska-kelkode	4
skaak	4
skaapplase	4
skakelbeampte	4
skattings	4
skeef	4
skeepsvragkoste	4
skelm	4
skemareëls	4
skenkerfondse	4
skeppend	4
skermstellings	4
skietfontein	4
skokkendste	4
skolastiese	4
skool-miv	4
skoolbeheerrade	4
skoolbeleid	4
skoolgehou	4
skoolgeriewe	4
skoolhou	4
skoolloopbaan	4
skoolloopbane	4
skoolowerhede	4
skoolsport	4
skoolverlaters	4
skoonma	4
skoonmaakvloeistof	4
skottelgoedwasser	4
skottels	4
skoue	4
skouspel	4
skrede	4
skroef	4
skryfster	4
skrywersbiblioteek	4
skuldiges	4
skuldinvorderaar	4
skynbare	4
slabbert	4
slagoffer-bystandskamers	4
slagspreuke	4
slagting	4
slagvee	4
slagvelde	4
slagveldterrein	4
slawearbeid	4
slawekinders	4
slawekwartier	4
sleepwaentjie-advertensies	4
sleigh	4
sleutel-	4
sleutelaktiwiteite	4
sleutelbelanghebbers	4
sleutelinisiatiewe	4
sleuteloogmerk	4
sleutelrolle	4
sleutelwoorde	4
slik	4
slimmer	4
sluise	4
slukkies	4
slym	4
slypmasjiene	4
snelweg	4
snesie	4
snk's	4
snyplek	4
snywurms	4
sobukwe	4
soekgerief	4
soeklig	4
soekterme	4
soesa	4
soewereine	4
soja-olie	4
sokkerspitsberaad	4
sokkertoernooi	4
sokkervereniging	4
sol	4
solomon	4
solutions	4
somerreën	4
somerset-oos	4
somersetweg	4
sonkrag	4
sonn	4
sooibrand	4
sorg-	4
sorgkwessies	4
sos-loodsprogram	4
source	4
souse	4
soutinname	4
sowelas	4
soönose	4
space	4
spandering	4
spangees	4
spanpoging	4
spanverband	4
spatsels	4
special	4
spesialisasie	4
spesialisprogram	4
speurdiens	4
spier-	4
spoedbeperking	4
spoelklep	4
sponsagtige	4
spoorlyn	4
spoorwegstasie	4
sporadies	4
sportklubs	4
sportman	4
sportorganisasies	4
sportterrein	4
sporttoerusting	4
sportvrou	4
sportwetenskap	4
spotprente	4
spreiligte	4
sprokie	4
spruite	4
spuittoerusting	4
spuitverf	4
sputum-	4
ssg	4
staangemaak	4
staats-gesondheidsorgwerkers	4
staatsaanklaers	4
staatsbegroting	4
staatsdienswerknemer	4
staatsdienswetgewing	4
staatsgesondheidsfasiliteite	4
staatstender	4
staatswaterskemas	4
staatswerknemers	4
stadsbegroting	4
stadskouburg	4
stadspreiding	4
stadsregering	4
stadswyk	4
stages	4
stali	4
stalplein	4
stamgrond	4
stand-van-die-nasie-rede	4
stand-van-die-provinsie-rede	4
standaardisering	4
standbeeld	4
standvastigheid	4
stapsgewyse	4
stasie-kommissaris	4
statements	4
stateofthenation	4
station	4
steekproewe	4
stephens	4
ster	4
stereotipes	4
steunprogramme	4
steur	4
steurnisse	4
steyn-prys	4
stigmas	4
stilbaai	4
stilgehou	4
stilswyend	4
stoep	4
stof-	4
stokkies	4
stokvis-handlynvissers	4
stokvis-treilervissery	4
stolling	4
stomata	4
stonde	4
stondes	4
stoorplek	4
stoorproses	4
stootwaentjie	4
store	4
storieverteller	4
stortkoppe	4
straallaagbande	4
strafmaatreëls	4
streekkonferensies	4
streeklyste	4
streekrehabilitasiesentrum	4
streeksakekamer	4
streeksbeplanning	4
streekshospitaal	4
streekshospitale	4
streeksindaba's	4
street	4
streetsmart-jeug	4
stremmende	4
stresvlakke	4
strikkie	4
strokies	4
strukturewet	4
stsk	4
studeerkamerkoste	4
studenteraadsvoorsitter	4
studiegebiede	4
studielenings	4
study	4
stuifmeeldrade	4
stuwalle	4
style	4
stysel	4
stywer	4
sub-kontrakteurs	4
sub-totaal	4
subject	4
subsidiëring	4
subsystem	4
subtipes	4
sud-afrikaners	4
suid-afrkaanse	4
suid-skiereiland	4
suidpunt	4
suig	4
suiwel	4
supply	4
supt	4
survivor	4
suspisieus	4
swaard	4
swam-	4
swamwerende	4
swangerskapdienste	4
swartz	4
sweef	4
sweefspoor	4
sweeftuig	4
swelsels	4
swendelaar	4
swendelaars	4
swpf	4
sytakke	4
sãª	4
sôe	4
taakgroep	4
taalpraktyk	4
taalverwante	4
tables	4
tafelberg-uitgewers	4
tafels	4
tafelwyn	4
takkode	4
taknommer	4
talm	4
tamaties	4
tand-	4
tandheelkunde-fakulteite	4
tandvleis	4
tannie	4
tanya	4
tariefaanpassings	4
tariefbeleidverordening	4
tariefwysigings	4
taverne-	4
taverne-operateurs	4
tavernelisensiërings	4
taxibestuurders	4
taxis	4
tb-	4
tb-bakterië	4
tb-geval	4
tb-kiem	4
tb-verpleërs	4
tech	4
teel	4
teelkoeie	4
teen-storting	4
teenkanting	4
teensikliese	4
teenspraak	4
teenstaan	4
teenwigte	4
teenwoordig-heid	4
tef	4
tegnikus	4
tegno-nywerhede	4
tegnologiese-ontwikkeling	4
teikening	4
tele-sentruminisiatiewe	4
telefoonbesonderhede	4
telefoonlyne	4
teleurstel	4
teleurstelling	4
telkaarte	4
tellings	4
temper	4
tenderdokumentasie	4
tendervorms	4
tensile	4
terapië	4
terramycin	4
teruggegaan	4
teruggeploeg	4
teruggestort	4
teruggevind	4
terugkoop	4
terugkyk	4
testing	4
tewens	4
thabazimbi	4
theta-geakkrediteerde	4
tienie	4
timboektoe	4
tip-off	4
tips	4
titelaktes	4
titelhouer	4
tlp	4
toe-	4
toedraai	4
toegangsgelde	4
toegeslik	4
toegif	4
toekomsgeslagte	4
toelaagstruktuur	4
toeloopgebiede	4
toepasbaar	4
toerismepadaanwysings	4
toerismevereniging	4
toesighoudingsfunksie	4
toeslikking	4
toestemming-vorm	4
toets'	4
toetsapparaat	4
toetsings	4
toetsingsprogram	4
tofu	4
toiletgeriewe	4
toiletpasstukke	4
toivo	4
toksies	4
tol	4
toneelstuk	4
toonbanke	4
topleerders	4
topografie	4
totdie	4
totius-beeld	4
towards	4
town	4
township	4
traagheid	4
traak-my-nie-agtige	4
trados	4
trajectory	4
transdissiplinêre	4
transformasie-	4
transportkoste	4
trauma-	4
trekkerbestuurder	4
trigomoniase	4
trm	4
trofeë	4
troon	4
trv	4
trv-behandelingsprogram	4
trv-behandelingspunte	4
trv-punte	4
trv-terapie-opleiding	4
trv-trippel-terapie	4
tseba	4
tshebeletso	4
tshepo	4
tsjeggiese	4
tswana	4
tswana-idiome	4
tuinvullis	4
tuisgeboorte	4
tuisgemaakte	4
tuishoort	4
tuislande	4
tuisonderrig	4
tuissorgprogram	4
tumore	4
tussengangers	4
tussenpose	4
tv-stel	4
twee-derdes	4
twee-en-'n-half	4
tweedeklas	4
tweeduisend	4
tweesoortige	4
twintigste	4
tydbeperkings	4
tydrowend	4
tydverdrywe	4
tzaneendam	4
té	4
uav	4
ubike	4
udalulwe	4
uilkraalsrivier	4
uitbalansering	4
uitbouing	4
uitbr	4
uitbrekings	4
uitdagend	4
uitdeel	4
uitdruk	4
uiteenlopend	4
uitfaseringsprogram	4
uitgee	4
uitgegaan	4
uitgehaal	4
uitgelese	4
uitgemerk	4
uitgeplaas	4
uitgerus	4
uitgeskei	4
uitgesoek	4
uitgetree	4
uitgetrek	4
uitkenning	4
uitkenningsparade	4
uitplasing	4
uitputtend	4
uitsaaidiens	4
uitsetrat	4
uitskei	4
uitsluitende	4
uitsoekkos	4
uitspannings	4
uitstal	4
uitstek	4
uitsterwing	4
uitstraal	4
uitval	4
uitvoer-	4
uitvoeraansporingsprogramme	4
uitvoerbaarheidsfonds	4
uitvoerbesending	4
uitvoerpariteit	4
uitvoerstatus	4
uitwaarts	4
uitwerkings	4
ultraviolet	4
umuntu	4
uniegebou	4
uniewording	4
unistad	4
units	4
uovs	4
uowp-webblad	4
urinemonster	4
ussa	4
uthe	4
uxelile	4
vaardigheidsbasis	4
vaardigheidsplan	4
vaartbelynde	4
vaderskap	4
vaderskapstoets	4
vaderskapverlof	4
vakansie-	4
vakuum	4
valleie	4
valuta-wins	4
valves	4
vangskoerse	4
vanmiddag	4
vashou	4
vaskulêre	4
vaslegging	4
vasry	4
vastelands-	4
vds-	4
veelvlakkige	4
veesuiping	4
veiligheidregulasies	4
veiligheids-skroefdeksels	4
veiligheids-verteenwoordiger	4
veiligheids-verteenwoordigers	4
veiligheidsdiens	4
veiligheidshekke	4
veiligheidsindustrie	4
veiligheidskerms	4
veiligheidsorg-versorger	4
veiligheidsredes	4
veiligheidsregulasie	4
veiligheidsvereistes	4
veldman	4
velocity	4
velprobleme	4
velverkleuring	4
veranderlikheid	4
verantwoordvaar	4
verbaal	4
verbanning	4
verbasing	4
verbeeldingryke	4
verbeteringsplan	4
verbeurd	4
verbrokkeling	4
verbruikersadvieskantoor	4
verbruikerstribunaal	4
verbruiksprodukte	4
verdeeld	4
verdigtingslae	4
verdikkings	4
verdragpermit	4
verdrinking	4
verdrukking	4
verduidelikende	4
verdwyning	4
vere	4
verfilm	4
vergeldende	4
vergelegen	4
vergesig	4
vergesog	4
vergoedings-bevel	4
vergoedingsbevel	4
vergrote	4
vergunningsgebruik	4
verifikasie-eenheid	4
verkeersamptenare	4
verkeersbestuurder	4
verkeersongeluk	4
verkeersveiligheid	4
verkiesingsmandaat	4
verkillende	4
verkleur	4
verkondiging	4
verkoopbelasting	4
verkooptransaksie	4
verkreë	4
verkrygings-	4
verky	4
verleiding	4
verlofbetaling	4
verloskunde	4
vermoënde	4
vernuwe	4
vernuwend	4
verpleegsorg	4
verpleërtekorte	4
verrekking	4
verruil	4
versadigde	4
versamelaars	4
versamelpunte	4
versekeraar	4
versekeringsdekking	4
versending	4
versierde	4
versigtiger	4
verskaffers-ontwikkelingsprogram	4
verskil-lende	4
verslagtaal	4
versleg	4
versoekers	4
versper	4
verspreid	4
verstekstelling	4
verstellings	4
verster	4
verstrooiing	4
verstuiting	4
versuiptoestande	4
verswyg	4
vertaaldienste	4
verteer	4
vertelling	4
vertoonvenster	4
vertraagde	4
vervaardigingsbedryf	4
vervangingskema	4
vervangingslisensie	4
verwaarloosde	4
verweerde	4
verwoerd	4
verwysingsbesonderhede	4
verwysingsraamwerk	4
verwysingsteun	4
verwyt	4
very	4
vestigingspatrone	4
veterinëre	4
veto	4
victoria	4
victoriastraat	4
vier-	4
vier-en-twintig	4
vierdens	4
vierjaar	4
vierjarige	4
vierkleur	4
vigs-klinieke	4
vigs-opvoedingsprogram	4
vigs-pandemie	4
vigs-pasiënte	4
vigs-regsnetwerk	4
vigsbeleide	4
vigslyers	4
vigsplan	4
villiersdorp	4
vin-niger	4
vinkel	4
vir'n	4
virginia	4
vise-rektor	4
vishoeke	4
visionêre	4
vismark	4
visvangmaatskappye	4
visvangsregtehouer	4
vitamienaanvullings	4
vitamienes	4
vlagskipprogramme	4
vlam	4
vleuels	4
vliegveld	4
vlieëniers	4
vloeitempo	4
vlok	4
vlugte	4
vlugtige	4
vmv'e	4
voedings-	4
voedingskeuse	4
voedingskeuses	4
voedingskoppie	4
voedingsmiddels	4
voedingstof-	4
voedselkleursel	4
voedselprodukte	4
voedselvoorrade	4
voergewasse	4
voerinname	4
voerkrale	4
voertuigbesonderhede	4
voertuigbestuur	4
voertuiglisensies	4
voertuigongeluk	4
voertuigregistrasienommers	4
voetgangersterftes	4
voetnota	4
voh-opgawevorm	4
voldoeningsbestuur	4
voldoeningsraadgewers	4
voldoeningsteun	4
volksparty	4
volkstem	4
volmagvorms	4
volstruisveiling	4
voluit	4
vonke	4
vonkprop	4
voorgeboortesorg	4
voorgesette	4
voorhowe	4
voorhuwelikse	4
voorkeuraandele	4
voorkeurvaardighede	4
voorkomsyfer	4
voorlees	4
voorman	4
voorsiener	4
voorsieningsmiddelpunt	4
voorsieningstelsel	4
voorskoolse	4
voorskriflys	4
voorskriftelikheid	4
voorsorg-	4
voorsorgfondse	4
voorspelbaarheid	4
voorsteller	4
voorstoep	4
voortbeweeg	4
voortgevloei	4
voortspruitende	4
vooruitskattings	4
vrede-	4
vriendelik	4
vroeëkinderontwikkeling	4
vrouestudente	4
vroëer	4
vrugtebome	4
vrugteboorde	4
vrugtelose	4
vrygeskeld	4
vryheidstryd	4
vrywilligergroepe	4
vul'	4
vullishouers	4
vulsel	4
vuurwapeneienaars	4
vuurwapenlisensiëring	4
vuurwapenopleiding	4
vyftiende	4
vyfuur	4
vêr	4
waagmoed	4
waai	4
waarde-vir-geld	4
waarneembaar	4
waarnemerprogram	4
waba	4
waenhuiskrans	4
wagenmakersvallei	4
waggebied	4
wagtye	4
walker	4
wall	4
wan	4
wanbetalers	4
wanhoop	4
wanindruk	4
wateraanvraagbestuur	4
waterbestuursgebiede	4
waterbewaring	4
waterdiens	4
waterdiensteplan	4
watergebruiker-en	4
waterhoudende	4
waterhulpbronstudies	4
waterlekkasie	4
waterlisensies	4
waterrekeninge	4
watertenks	4
waterverbuiksdoeltreffendheid	4
watervermorsers	4
watervervoermiddele	4
watervloei	4
watervoorrade	4
watin	4
waveren	4
wbvi	4
wdcs	4
weddenskap	4
weddenskappe	4
weeds	4
weekend	4
weeklange	4
weerhouding	4
weersinwekkende	4
weersprekend	4
weerwraak	4
weggeraak	4
weggevoer	4
wegkom	4
wegspringplek	4
wegval	4
weideman	4
weight	4
welsynsbeleid	4
welsynsdienstoelaes	4
welsynstelsel	4
welvarende	4
wending	4
wenk	4
wentel	4
wereld	4
werk-in-proses	4
werk-vir-waterprojekte	4
werkgewergroep	4
werkkaart	4
werkloosheidfonds	4
werkloosheidversekering	4
werkplekgeskille	4
werkplekinspeksie	4
werkplekprogram	4
werkprogram	4
werksetiek	4
werksklere	4
werksmense	4
werksoeker	4
werksoppervlaktes	4
werksprestasie	4
werksprojekte	4
werksversekering	4
werkwoord	4
werwings-	4
wessie	4
wetenskapspanne	4
wetlikheid	4
wetsbepaling	4
wetstoepassingsinstansies	4
wetstoepassingsvermoëns	4
wewenaar	4
whether	4
white	4
wigte	4
wildtuin	4
wilfred	4
wilhelm	4
winderige	4
windpompe	4
winsgrens	4
wintergraan	4
winterskool	4
witmielies	4
wkodlaat	4
wonderlikste	4
woolworths	4
wooneenheid	4
woordeskat	4
woordkuns	4
workshop	4
wortelstelsels	4
wreedheid	4
wusizo	4
wydste	4
wyksverteenwoordiging	4
wynig	4
wynindustrie	4
wynmaak	4
wynmakery-operasies	4
wynwetenskap	4
wêreldbekerprojekte	4
wêreldberaad	4
wêreldbevolking	4
wêrelddele	4
wêrelderfenisterreine	4
wêreldgesondheidsdag	4
wêreldklas-toeristebestemming	4
wêreldkoringproduksie	4
wêreldleier	4
x-straal-eenheid	4
years	4
yinkonzo	4
yk	4
yslike	4
zahn	4
zakho	4
zeitgeist	4
zimbabwiese	4
óók	4
oorlegsonering	3
bias	3
groot	3
grote	3
inligtingsmokkelaars	3
nasorg	3
oorstaan	3
risiko-jongmense	3
swart	3
-africa	3
-alle	3
-beplanning	3
-dat	3
-diens	3
-elemente	3
-fasiliteit	3
-gedenktekens	3
-geweld	3
-harnasse	3
-hoogtes	3
-items	3
-jongste	3
-leerlingooreenkomste	3
-markte	3
-nommer	3
-norme	3
-oplei	3
-opleidingsinstituut	3
-ouderdom	3
-periode	3
-pligte	3
-rade	3
-seine	3
-sekuriteit	3
-soekfasiliteit	3
-soos	3
-stedelike	3
-steun	3
-technikons	3
-toerisme	3
-universiteite	3
-ure	3
-v	3
-veldtog	3
-verliese	3
-verskaf	3
-voorwaardes	3
-wetenskap	3
-wetgewing	3
a-en	3
a-visserye	3
aalmoesie	3
aan-randing	3
aanbieder	3
aancitrusdal	3
aandadiges	3
aandelebesit	3
aandelebeurse	3
aandmoedig	3
aandryf	3
aandrywingswiel	3
aandrywingswiele	3
aanduidend	3
aangebore	3
aangebou	3
aangehardloop	3
aangeklop	3
aangeskakel	3
aanhegsel	3
aanhouer	3
aanklagtes	3
aankomende	3
aanloklike	3
aanlynbiblioteekdienste	3
aanneemvoordele	3
aansoekvereistes	3
aansporingskemas	3
aanstap	3
aanstellingsdatum	3
aanstellingsproses	3
aanstootlik	3
aanstootlike	3
aansuiwering	3
aansuiweringsbegrotings	3
aantrekkingskrag	3
aantuigings	3
aantyging	3
aanvaardingstoespraak	3
aanvangsfase	3
aanvoorwerk	3
aanvraagfooi	3
aanwendingstaat	3
aardbewings	3
aardklop-kunstefees	3
aardrykskunde	3
aaron	3
ababa	3
abused	3
according	3
accordingly	3
acdv	3
acdv-konsultant	3
achieve	3
acoustic	3
acrobat	3
actions	3
active	3
actuarial	3
actuaries	3
ad-hoc	3
addis	3
adelaide	3
adjunk-balju	3
adjunkte	3
admin	3
administrasie-	3
administrasiekantoor	3
administrasierekening	3
administrateer	3
administrateurder	3
adriaan	3
adviesbronne	3
advieskomitees	3
afbetaling	3
afbetalingsreëlings	3
afgedraai	3
afgedruk	3
afgekoel	3
afgelos	3
afgeskaalde	3
afgeskraap	3
afgestudeer	3
afgewissel	3
afgewyk	3
afgri	3
afhanklikheids	3
afkeuring	3
afknouery	3
afkoms	3
afkondiging	3
afkoop	3
afleidings	3
afleweringsbeleid	3
afmeting	3
afpersing	3
afrika-eenheid	3
afrika-huis	3
afrikalande	3
afrikanerbelange	3
afro-pessimisme	3
afronding	3
afsiek	3
afsluittye	3
afsnylaag	3
afsnylaedrukgebied	3
aftreefonds	3
afvalkamers	3
afvoerwater	3
afweermiddels	3
afwerp	3
agaat	3
again	3
agb	3
age	3
agense	3
ago	3
agri-besigheidsvroue	3
agri-verwerkingsondernemings	3
agrisakefonds	3
agriseb	3
agriseta	3
agterdog	3
agterdogtig	3
agtergelates	3
agtergrondinligting	3
agterlaat	3
agtersitplek	3
agterstraat-aborsies	3
ain	3
ajv	3
akkers	3
akkommodasie-onderneming	3
akriel-	3
akrielhars	3
akrielsuur	3
aksieprogramme	3
aksynsregte	3
akteskantoor	3
akteswet	3
aktiviste	3
aktuarisse	3
akwatiese	3
albertinia	3
alberto	3
albertyn	3
alcohol	3
aldan	3
aldeon	3
alexanderbaai	3
alexcor	3
alfabetiese	3
algaande	3
algemeen-gediagnoseerde	3
alias	3
alice	3
alignment	3
alive	3
alkoholgebruik	3
alleenbesit	3
alleeneienaars	3
allerbeste	3
allergene	3
allergiekwale	3
allergievereniging	3
allocations	3
allsa	3
almagtige	3
alumnikantoor	3
ambisieuse	3
ambulansdiens	3
amiene	3
ammoniak	3
ampsbeklekr	3
ampsbekleër	3
ampsgenote	3
amputasie	3
analis	3
anamazing	3
anc-jeugliga	3
andersluidende	3
andries	3
andy	3
angina	3
anglo-boereoorlog	3
angstig	3
anlen	3
annemarie	3
ansjovis-en	3
ant	3
antenna	3
anti-inflammatoriese	3
anti-korrupsie	3
antibiotika	3
antieke	3
antisipeer	3
antrasiete	3
apartheidsregering	3
apogee	3
appellering	3
appfl	3
approach	3
appèlaansoekvorm	3
appèldokumentasie	3
appèlof	3
appèlvraelys	3
appéltribunaal	3
aptekerstudente	3
aptly	3
arbeidbeserings	3
arbeidershuise	3
arbeidsagentskap	3
arbeidsdienste	3
arbeidskwessies	3
arbeidsorganisasie	3
arbeidsrehabilitasie	3
arbeidsterapie	3
argiefrekords	3
argumenteer	3
arktiese	3
armlastiges	3
